"","1","recurso","1b","2","cont","3","cont_1","4","dilema","5","x_1","6A","6B","7","v_x_1","8","x_2","9A","9B","10","v_x_2","11","12A","12B","13_1","13_2","13_3","15","2_1","7_1","3_1"
"6e93efd",-3013.8701417446136,"unknown",-3008.2688281536102,-3002.0480287075043,0.0,7.355811834335327,16.641200065612793,24.674373626708984,2958.9513387680054,2965.366157054901,8510.632927417755,8516.232152700424,"unknown",8521.826395273209,8596.598919391632,"unknown","","unknown","unknown","unknown","","unknown","unknown","unknown",8603.624378442764,"unknown","unknown",8609.299667596817,"","",""
"5a4afae","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"c34e373","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6bac72b",-11681.88975429535,"unknown",-11674.968932628632,-11669.407118558884,0.0,5.847681522369385,40.74476766586304,49.53757667541504,61.58270239830017,67.55508542060852,86.90118527412415,"unknown",92.57833981513977,99.84574270248413,106.58528161048889,"unknown","","unknown","unknown","unknown","","unknown","unknown","unknown",112.28512477874756,"unknown","unknown",119.00781846046448,"","",""
"c9285e4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"bd4b2f4",-3586.0986185073853,"unknown",-3578.8392848968506,-3572.5528626441956,0.0,5.683799743652344,7.752094507217407,14.580349206924438,35.7739052772522,41.830843687057495,48.527021646499634,53.838499546051025,"unknown",61.05631160736084,62.76652812957764,"unknown","","unknown","unknown","unknown","","unknown","unknown","unknown",69.75473475456238,"unknown","unknown",75.07550573348999,"","",""
"bd650e8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"b81bc6e","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0ff20c2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"b0e3caa","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"45f7f6c","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1df700a","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"d3a396c","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"79b129c","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"d85b5c4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"43b56f8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3ecbabb","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"c9c92b5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"f9b9236",-17181.19456911087,"unknown",-17175.944210529327,-17169.503779172897,0.0,7.544567108154297,9.78145170211792,16.678922653198242,29.830041646957397,36.679112672805786,44.98338985443115,51.36439108848572,"unknown",56.90612983703613,59.037960052490234,"unknown","","unknown","unknown","unknown","","unknown","unknown","unknown",65.99566698074341,"unknown","unknown",71.94098234176636,"","",""
"4a0236d","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"b7a265d","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"912afde","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"c97639e","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
