"","1","recurso","1b","2","cont","3","cont_1","4","dilema","5","yo_1","6A_yo","6B_yo","6C_yo","7_yo","v_yo_1","8_yo","yo_2","9A_yo","9B_yo","9C_yo","10_yo","v_yo_2","11_yo","12A_yo","12B_yo","12C_yo","13_yo_1","13_yo_2","13_yo_3","5_otro","otro_1","6A_otro","6B_otro","6C_otro","7_otro","v_otro_1","8_otro","otro_2","9A_otro","9B_otro","9C_otro","10_otro","v_otro_2","11_otro","12A_otro","12B_otro","12C_otro","13_otro_1","13_otro_2","13_otro_3","14","2_1","4_1","5_otro_1","3_1","7_otro_1"
"77a5d2f","unknown","unknown","unknown","unknown",0.0,"unknown",9.414082765579224,"unknown",21.341694116592407,"unknown",55.28637886047363,"unknown","unknown","unknown","unknown",70.09662342071533,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown","unknown","","unknown","unknown",93.9392511844635,"unknown","unknown","unknown","unknown",107.07337307929993,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","","","","",""
"b92dee2","unknown","unknown","unknown","unknown",0.0,"unknown",9.860119342803955,"unknown",31.655428171157837,"unknown",48.31697678565979,"unknown","unknown","unknown","unknown",63.19344902038574,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown","unknown","","unknown","unknown",91.76603126525879,"unknown","unknown","unknown","unknown",104.96847915649414,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","","","","",""
"50ec1c5","unknown","unknown","unknown","unknown",0.0,"unknown",19.96321415901184,"unknown",48.08907961845398,"unknown",102.56997203826904,"unknown","unknown","unknown","unknown",118.65689206123352,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown","unknown","","unknown","unknown",161.0830535888672,"unknown","unknown","unknown","unknown",179.78213024139404,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","","","","",""
"11892fd",-275439.8302819729,"unknown",-275433.3071408272,-275426.1632988453,0.0,6.633881330490112,14.186774492263794,21.839661359786987,42.778990268707275,49.591269969940186,61.45769715309143,67.77906560897827,"unknown","unknown",74.76487183570862,76.85022497177124,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",82.17506623268127,"","unknown",88.54507112503052,97.20153522491455,102.65574932098389,"unknown","unknown",108.0022132396698,110.4654541015625,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",115.92004680633545,"unknown","unknown",121.8200855255127,"","","","",""
"e65bef7",-2914.9974479675293,"unknown",-2908.2516355514526,-2900.9794561862946,0.0,6.045138597488403,8.92245626449585,16.202944040298462,26.1217303276062,32.93033051490784,43.926751375198364,51.26823019981384,"unknown","unknown",57.348231077194214,62.75000524520874,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",68.82558345794678,"","unknown",74.41455721855164,88.64146995544434,"unknown",94.6425199508667,"unknown",101.4013888835907,103.29461908340454,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",110.02474212646484,"unknown","unknown",116.10613083839417,"","","","",""
"e5bb5fe",-52.074204444885254,"unknown",-46.07740378379822,-39.26837921142578,0.0,6.724584341049194,12.085869312286377,20.18882179260254,26.76945972442627,33.073174238204956,58.229790687561035,"unknown",63.7968327999115,"unknown",69.1170666217804,74.5104489326477,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",80.78170704841614,"","unknown",86.47425079345703,808.1981792449951,"unknown","unknown",815.2519247531891,821.0973708629608,835.8744909763336,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",842.7432146072388,"unknown","unknown",848.1352818012238,"","","","",""
"5ba2fe6",-629012.0887770653,"unknown",-629005.3641490936,-628998.683000803,0.0,5.42570686340332,15.76238489151001,23.269714832305908,35.104623317718506,40.88452911376953,83.84301280975342,"unknown","unknown",90.63678574562073,96.01774835586548,102.68092608451843,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",109.6374671459198,"","unknown",116.52912211418152,132.41847610473633,139.7844889163971,"unknown","unknown",145.38332509994507,151.49333238601685,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",157.29875206947327,"unknown","unknown",163.90813279151917,"","","","",""
"fcf59af",-550908.3313086033,"unknown",-550902.4405603409,-550897.1184124947,0.0,6.254066705703735,12.035956144332886,19.302202463150024,29.84976840019226,37.04835510253906,101.16434097290039,"unknown",108.28818392753601,"unknown",115.00461339950562,118.23116445541382,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",125.0894558429718,"","unknown",131.18388056755066,177.95565366744995,"unknown","unknown",184.03976726531982,190.61236238479614,193.1831395626068,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",199.21297955513,"unknown","unknown",206.21362590789795,"","","","",""
"c94e42e",-958.3506882190704,"unknown",-951.0034759044647,-945.0096368789673,0.0,6.354919672012329,10.852064371109009,19.412283658981323,27.709599494934082,33.65104055404663,51.24750542640686,58.18715238571167,"unknown","unknown",64.98251724243164,67.62791156768799,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",73.42012619972229,"","unknown",79.52176332473755,87.88840842247009,94.12965536117554,"unknown","unknown",100.82151174545288,102.88368201255798,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",109.25788974761963,"unknown","unknown",115.4905846118927,"","","","",""
"ee4b6cd",-1110.7885818481445,"unknown",-1105.3445756435394,-1098.6732017993927,0.0,6.466943740844727,10.887668132781982,18.8692364692688,27.070621490478516,33.09461855888367,63.0428204536438,71.02874112129211,"unknown","unknown",77.0521035194397,79.85318207740784,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",85.7308440208435,"","unknown",91.73763346672058,112.40400910377502,119.2793836593628,"unknown","unknown",125.1512622833252,127.18402314186096,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",134.36013412475586,"unknown","unknown",139.74455571174622,"","","","",""
"f2291ba",-22949.590775728226,"unknown",-22943.436322689056,-22937.80543732643,0.0,6.7064902782440186,12.516582489013672,19.480825901031494,28.4495849609375,35.22093081474304,47.597538471221924,"unknown",54.826982259750366,"unknown",61.608742237091064,64.71527791023254,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",70.41747951507568,"","unknown",77.29863500595093,88.97341966629028,"unknown",94.36559772491455,"unknown",99.91215014457703,102.18504858016968,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",108.39033818244934,"unknown","unknown",114.9731981754303,"","","","",""
"fb6ca94",-353.60738706588745,"unknown",-347.48494052886963,-340.4515874385834,0.0,6.514653444290161,10.694752931594849,18.87481665611267,29.341203212738037,36.05715203285217,53.119755029678345,58.63981223106384,"unknown","unknown",64.16333842277527,66.54762077331543,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",72.0669891834259,"","unknown",79.36491513252258,91.55345106124878,98.92977595329285,"unknown","unknown",105.10883069038391,107.38498258590698,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",113.0059802532196,"unknown","unknown",118.76422166824341,"","","","",""
"5a20153",-5136.813597202301,"unknown",-5127.099658727646,-5118.510178565979,0.0,6.370176076889038,30.035510301589966,38.59553790092468,43.76093411445618,49.77261137962341,105.09044909477234,112.42338871955872,"unknown","unknown",119.77054643630981,7981.8216960430145,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",7988.144221305847,"","unknown",7993.753544092178,11735740.293296814,11735745.867484808,"unknown","unknown",11735753.0467093,11735757.381919146,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",11735763.651787043,"unknown","unknown",11735770.644171476,"","",11734638.673146248,"",""
"516417f",-171330.20553016663,"unknown",-171324.42771029472,-171318.58983922005,0.0,7.124041318893433,17.374269247055054,26.078546047210693,39.741936445236206,46.85794711112976,99.60351657867432,106.03295636177063,"unknown","unknown",111.79441618919373,115.92736315727234,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",121.36023688316345,"","unknown",128.06969356536865,159.22215604782104,165.15381860733032,"unknown","unknown",171.517333984375,175.20760869979858,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",180.56996726989746,"unknown","unknown",187.02118587493896,"","","","",""
"7a0eabe",-2971.832451581955,"unknown",-2965.14355301857,-2959.7355194091797,0.0,6.953880310058594,14.317541360855103,22.46564269065857,36.123157262802124,42.619900941848755,53.05380415916443,59.829286098480225,"unknown","unknown",65.84398293495178,71.20158338546753,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",78.2926766872406,"","unknown",84.31397700309753,103.71432685852051,110.62757587432861,"unknown","unknown",117.17881083488464,119.97412037849426,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",125.80256056785583,"unknown","unknown",131.76659202575684,"","","","",""
"7b65802",-60270.530158519745,"unknown",-60263.2769510746,-60256.096817970276,0.0,5.7284369468688965,15.342957973480225,23.776553869247437,33.34516477584839,39.18912315368652,113.04435443878174,118.93727612495422,"unknown","unknown",125.29977631568909,127.528879404068,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",133.69817447662354,"","unknown",139.05173087120056,185.00651836395264,190.53472065925598,"unknown","unknown",196.68481874465942,198.07656574249268,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",203.6022036075592,"unknown","unknown",210.52494835853577,"","","","",""
"2949a28",-2021812.8001110554,"unknown",-2021806.7341024876,-2021800.8052179813,0.0,5.951911449432373,450.0041949748993,458.28722310066223,471.85535621643066,478.9050521850586,519.1111445426941,"unknown","unknown",525.1134080886841,532.0455701351166,535.0332314968109,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",541.2452876567841,"","unknown",547.2132353782654,561.9650664329529,"unknown","unknown",568.4295334815979,573.9667356014252,575.7918956279755,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",581.3199524879456,"unknown","unknown",587.3217489719391,"","","","",""
"5e09b84",-1815.3484122753143,"unknown",-1808.6675205230713,-1803.2572968006134,0.0,5.8683717250823975,13.91544246673584,21.450697898864746,26.03787851333618,32.593061208724976,47.065194845199585,55.77331614494324,"unknown","unknown",61.70004916191101,81.94253659248352,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",88.74375939369202,"","unknown",94.50522208213806,100.70075559616089,106.4412190914154,"unknown","unknown",113.10442519187927,114.50980520248413,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",121.58143353462219,"unknown","unknown",128.2248351573944,"","","","",""
"7da3821",-39711.76538515091,"unknown",-39705.1002702713,-39699.551956653595,0.0,6.4151928424835205,8.843379497528076,16.813477993011475,23.992122411727905,30.928679943084717,44.046509742736816,50.33702492713928,"unknown","unknown",55.71195316314697,57.53679704666138,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",62.92810821533203,"","unknown",68.63142371177673,82.93231344223022,"unknown","unknown",89.69992637634277,96.88661360740662,98.35142803192139,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",104.97988271713257,"unknown","unknown",111.27705931663513,"","","","",""
"2f5762a",-45457.25111556053,"unknown",-45450.02203631401,-45443.994634866714,0.0,6.231194496154785,16.392584562301636,23.493842124938965,31.02585792541504,37.14335632324219,45.13565707206726,"unknown",51.24447464942932,"unknown",57.07005262374878,59.10489225387573,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",65.68849396705627,"","unknown",71.77823853492737,81.96029782295227,"unknown","unknown",89.27479386329651,94.84761619567871,136.89912867546082,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",142.60484957695007,"unknown","unknown",148.31485962867737,"","","","",""
"50a0fdd",-223.2084400653839,"unknown",-217.28878664970398,-211.17693495750427,0.0,7.1655192375183105,12.120556592941284,18.915751934051514,26.30202603340149,32.76747417449951,45.844642639160156,51.95988726615906,"unknown","unknown",58.15365672111511,60.21358060836792,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",66.18064737319946,"","unknown",72.47685050964355,78.93056011199951,85.19603967666626,"unknown","unknown",91.25475811958313,93.34599804878235,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",99.35724091529846,"unknown","unknown",105.85093784332275,"","","","",""
"b7cec81",-15404.247206687927,"unknown",-15397.646291732788,-15390.52222108841,0.0,5.718523740768433,9.596620798110962,16.674045085906982,24.610382795333862,31.19609832763672,4055.565589427948,"unknown","unknown",4062.161383152008,4067.7693254947662,7361.165483236313,7368.043226718903,7375.154564857483,"unknown",7381.167611122131,"unknown",7386.859481811523,7389.018627643585,"unknown","unknown","unknown","unknown","unknown",7395.303644657135,"unknown",7400.9063675403595,7576.971903800964,"unknown","unknown",7583.450225114822,7589.85560631752,7592.490068435669,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",7598.320835351944,"unknown","unknown",7604.941569805145,"","","","",""
"bf983ba",-494.5272455215454,"unknown",-487.8226954936981,-481.9027404785156,0.0,5.964549779891968,14.763036727905273,23.194376230239868,33.738401889801025,39.77320957183838,44.77500104904175,"unknown",52.011945724487305,"unknown",58.2085702419281,61.341535329818726,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",68.42731213569641,"","unknown",73.9722900390625,79.83341979980469,"unknown",86.42957139015198,"unknown",93.22116684913635,95.98397207260132,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",102.07665848731995,"unknown","unknown",107.81355834007263,"","","","",""
"a80b75d",-140530.37581634521,"unknown",-140524.88462281227,-140518.0664665699,0.0,6.238231897354126,9.274137020111084,17.17743158340454,42.44375443458557,49.56989598274231,62.11204552650452,"unknown",68.53481960296631,"unknown",74.59700393676758,76.63542747497559,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",83.41145324707031,"","unknown",89.62423539161682,97.09527897834778,"unknown",103.51642298698425,"unknown",109.29814195632935,110.96177434921265,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",116.95604372024536,"unknown","unknown",123.2079107761383,"","","","",""
