"","1","recurso","1b","2","cont","3","cont_1","4","dilema","5","yo_1","6A_yo","6B_yo","6C_yo","7_yo","v_yo_1","8_yo","yo_2","9A_yo","9B_yo","9C_yo","10_yo","v_yo_2","11_yo","12A_yo","12B_yo","12C_yo","13_yo_1","13_yo_2","13_yo_3","5_otro","otro_1","6A_otro","6B_otro","6C_otro","7_otro","v_otro_1","8_otro","otro_2","9A_otro","9B_otro","9C_otro","10_otro","v_otro_2","11_otro","otro_3","12A_otro","12B_otro","12C_otro","13_otro_1","13_otro_2","13_otro_3","14","2_1","2_2","3_1","4_1"
"37b9a9f",-2600.935429096222,"unknown",-2593.904613018036,-2587.382561683655,0.0,5.565252780914307,10.660305261611938,19.383867740631104,34.07939052581787,40.39473223686218,50.125200033187866,"unknown",57.133633852005005,"unknown",63.73950123786926,67.77646565437317,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",73.56923627853394,"","unknown",80.56678581237793,151.95927453041077,"unknown",158.09671115875244,"unknown",164.11031484603882,166.86339020729065,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",174.2183973789215,"unknown","unknown",180.0248486995697,"","","",""
"3c0c7c1",-24857.512100219727,"unknown",-24851.71655535698,-24845.781935453415,0.0,7.332303762435913,22.44731092453003,29.09136390686035,47.99761438369751,54.88654279708862,74.94914102554321,"unknown",80.52168917655945,"unknown",86.14020466804504,88.02177739143372,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",94.99234008789062,"","unknown",102.05016994476318,141.35291075706482,"unknown",146.93484497070312,"unknown",153.87176942825317,155.55413722991943,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",162.59967851638794,"unknown","unknown",168.80402851104736,"","","",""
"89f6d9e",-11288533.31218052,"unknown",-11288527.91985321,-11288520.728342772,0.0,6.756546974182129,15.081705093383789,22.274680137634277,39.919060707092285,45.749232053756714,49.83382439613342,56.95980644226074,"unknown","unknown",62.7308566570282,66.52003026008606,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",72.91951537132263,"","unknown",79.3982892036438,89.03196859359741,94.30928230285645,"unknown","unknown",100.73515915870667,103.34678745269775,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",109.95788240432739,"unknown","unknown",115.32734036445618,-139722.61533641815,"","",""
"4569a12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"39dc9b8",-3180.6668450832367,"unknown",-3174.1300342082977,-3168.7720131874084,0.0,6.768910884857178,14.795217990875244,23.02492380142212,42.97809171676636,49.89967155456543,87.81886196136475,"unknown",95.07375192642212,"unknown",100.56909990310669,102.75575971603394,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",109.85404539108276,"","unknown",115.0894603729248,136.53291058540344,143.16320252418518,"unknown","unknown",148.631520986557,150.4328374862671,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",157.43286991119385,"unknown","unknown",164.0817530155182,"","","",""
"56bae3a",-856.6645379066467,"unknown",-850.013418674469,-844.2524874210358,0.0,6.396060943603516,10.478037357330322,16.971153736114502,36.497987270355225,42.41586899757385,58.575029611587524,"unknown",64.99925088882446,"unknown",70.65730214118958,75.0346736907959,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",82.04076600074768,"","unknown",87.2061414718628,93.69465398788452,100.0014476776123,"unknown","unknown",107.47420024871826,109.12036871910095,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",116.33654761314392,"unknown","unknown",121.83362793922424,"","","",""
"28ec805",-9177.50774860382,"unknown",-9170.80066561699,-9164.374374628067,0.0,7.363638401031494,80.77752661705017,89.18801164627075,106.59298300743103,113.26153802871704,126.43868613243103,"unknown",132.6586856842041,"unknown",139.8886842727661,143.24706506729126,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",149.00344347953796,"","unknown",155.99964880943298,171.2790343761444,177.6380455493927,"unknown","unknown",183.9493682384491,186.15765500068665,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",193.82443237304688,"unknown","unknown",199.710520029068,"","","",""
"4c8a5bc",-996.7071509361267,"unknown",-989.8437087535858,-982.6020247936249,0.0,6.198379993438721,8.810449361801147,15.69539499282837,30.778762340545654,37.43240761756897,43.29544520378113,49.46932315826416,"unknown","unknown",55.70394587516785,57.99547100067139,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",64.71316719055176,"","unknown",70.60845279693604,78.76507616043091,84.47938752174377,"unknown","unknown",89.66170740127563,91.42547965049744,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",97.99070167541504,"unknown","unknown",104.61020541191101,"","","",""
"48179d1",-338882.4893167019,"unknown",-338876.7453672886,-338870.3140902519,0.0,6.408601999282837,9.663158655166626,16.721656322479248,39.25329542160034,45.483298540115356,73.39781951904297,"unknown",80.3965334892273,"unknown",86.04516434669495,95.02750158309937,101.83139276504517,104.04538631439209,110.94244408607483,"unknown","unknown",117.27427196502686,119.6762900352478,"unknown","unknown","unknown","unknown","unknown",126.58649110794067,"unknown",133.78421902656555,141.9429042339325,149.11726927757263,"unknown","unknown",155.8407905101776,158.11935949325562,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",163.81253504753113,"unknown","unknown",169.37130665779114,"","","",""
"d876b22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"e845b6b",-28726.661080121994,"unknown",-28720.2368183136,-28714.289890289307,0.0,6.406930446624756,22.78291893005371,30.29869270324707,62.64612436294556,69.0035228729248,97.39039444923401,"unknown",104.27414464950562,"unknown",110.03969979286194,127.05683445930481,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",132.54555988311768,"","unknown",138.64301824569702,155.23710870742798,161.71251153945923,"unknown","unknown",168.02327466011047,180.18196821212769,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",186.65757036209106,"unknown","unknown",193.89713263511658,"","","",""
"619e952",-55794.305347919464,"unknown",-55788.67140674591,-55782.228506326675,0.0,7.04850959777832,9.965061902999878,18.299068212509155,30.304129362106323,37.38698124885559,43.514689922332764,"unknown","unknown",49.74891448020935,56.021395683288574,57.90788793563843,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",63.31821012496948,"","unknown",69.55620574951172,83.09465408325195,"unknown",88.6887264251709,"unknown",94.33829879760742,102.4790711402893,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",109.68092823028564,"unknown","unknown",115.25704336166382,"","","",""
"0fd9ca7",-830.9435865879059,"unknown",-825.3065645694733,-819.105096578598,0.0,7.001349925994873,30.035085201263428,37.82076048851013,56.94787812232971,63.280426025390625,69.62245512008667,"unknown","unknown",76.61379933357239,82.03969645500183,83.88640785217285,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",90.56330275535583,"","unknown",96.77306723594666,107.51413106918335,"unknown","unknown",113.45736312866211,120.00191450119019,123.4924795627594,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",129.63632154464722,"unknown","unknown",136.5999002456665,"","","",""
"ff125d4",-71926.1126909256,"unknown",-71919.90569639206,-71913.21966123581,0.0,6.636961936950684,9.738539695739746,20.245527744293213,33.015198707580566,47.9506094455719,64.04242849349976,"unknown",72.28372263908386,"unknown",79.40935444831848,83.71169519424438,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",93.88586449623108,"","unknown",100.79409074783325,106.60140037536621,"unknown","unknown",113.71164298057556,120.67334198951721,123.57119703292847,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",129.45415234565735,"unknown","unknown",136.20027208328247,-14992.534986019135,"","",""
"0dc7823",-6869.192137718201,"unknown",-6862.751016378403,-6856.97131061554,0.0,6.5379393100738525,12.814674615859985,21.003700971603394,43.005953788757324,49.301573276519775,60.85058856010437,67.17065238952637,"unknown","unknown",72.70830750465393,75.43256068229675,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",81.8898401260376,"","unknown",87.89239263534546,125.277991771698,131.4817464351654,"unknown","unknown",137.1468391418457,138.71778273582458,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",144.32170939445496,"unknown","unknown",149.74513936042786,"","","",""
"64155b9",-31281.670286417007,"unknown",-31275.768481731415,-31269.628345251083,0.0,6.013788223266602,10.872478723526001,18.24463415145874,50.19482707977295,57.519508361816406,63.12385606765747,"unknown","unknown",68.73162055015564,74.72700071334839,77.1710786819458,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",84.10386729240417,"","unknown",89.54532742500305,103.29439735412598,"unknown",109.31275653839111,"unknown",116.2436683177948,118.08837580680847,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",123.49181652069092,"unknown","unknown",129.09937119483948,"","","",""
"9cfbb83",-4737.639863491058,"unknown",-4730.5983963012695,-4724.591095924377,0.0,6.567011594772339,13.026440858840942,19.99945855140686,28.60762667655945,34.05415439605713,44.888628005981445,51.11012887954712,"unknown","unknown",57.26992344856262,75.97252631187439,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",81.72300171852112,"","unknown",87.35153245925903,90.71407747268677,96.84290361404419,"unknown","unknown",103.03837156295776,104.47245955467224,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",110.17943334579468,"unknown","unknown",116.9224305152893,"","","",""
"f6ffd76",-931.3224112987518,"unknown",-924.8553671836853,-918.0442299842834,0.0,6.6507368087768555,15.097554683685303,22.485218286514282,141.7710793018341,148.06565499305725,467.2369430065155,"unknown",473.3323838710785,"unknown",479.71528911590576,482.33116483688354,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",489.3020815849304,"","unknown",495.20182394981384,656.243757724762,663.0586385726929,"unknown","unknown",668.7617950439453,1485.6606307029724,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",1492.78661942482,"unknown","unknown",1498.8071429729462,"","","",""
"4ac71cf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"57b0697",-435748.60299372673,"unknown",-435741.806415081,-435735.4479672909,0.0,6.943105220794678,16.44090509414673,24.719991207122803,44.330188512802124,50.58425784111023,57.850701570510864,64.54786729812622,"unknown","unknown",70.19123244285583,72.78527474403381,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",79.67925143241882,"","unknown",85.37727379798889,91.8875253200531,"unknown","unknown",98.7326455116272,105.98737025260925,109.85322189331055,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",115.16149592399597,"unknown","unknown",120.87212491035461,"","","",""
"1c202a8",-15120.824060201645,"unknown",-15115.308815479279,-15109.78521156311,0.0,6.5496838092803955,12.557087898254395,19.787973165512085,37.610769748687744,43.9452109336853,61.654181241989136,"unknown",68.68366622924805,"unknown",74.93202519416809,77.66705656051636,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",84.70668816566467,"","unknown",90.78110694885254,268072.0876774788,"unknown",268079.31341552734,"unknown",268086.26406002045,268087.7909913063,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",268093.7533066273,"unknown","unknown",268100.85840702057,"","","",""
"3e625ac",-27.158020496368408,"unknown",-21.861795902252197,-15.618396520614624,0.0,7.284440994262695,12.92707872390747,19.854746103286743,31.09393048286438,37.73499774932861,51.98421311378479,"unknown",59.410595417022705,"unknown",66.41738796234131,73.77422404289246,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",79.27282619476318,"","unknown",85.25655508041382,91.48428869247437,96.89776086807251,"unknown","unknown",102.35199666023254,103.92151761054993,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",110.97358870506287,"unknown","unknown",116.37260580062866,"","","",""
"6b36bf5",-2227.220008134842,"unknown",-2220.4588544368744,-2214.1341547966003,0.0,6.705542325973511,15.190528631210327,23.685691356658936,43.88246750831604,50.646018266677856,56.97035074234009,"unknown",63.57868814468384,"unknown",69.7275276184082,71.46256351470947,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",76.73251557350159,"","unknown",82.34060406684875,87.79861688613892,94.0698721408844,"unknown","unknown",99.69541263580322,101.14655709266663,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",107.06334614753723,"unknown","unknown",113.79652547836304,"","","",""
"99775ba",-7295.835782289505,"unknown",-7290.257665157318,-7283.538266420364,0.0,6.134319305419922,8.146022319793701,15.378638505935669,39.90066313743591,46.906373023986816,202.24750566482544,"unknown","unknown",208.57280611991882,214.39410424232483,219.94544649124146,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",225.7038552761078,"","unknown",231.65762424468994,247.05579471588135,"unknown",252.89483308792114,"unknown",259.9473285675049,261.595440864563,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",267.54134941101074,"unknown","unknown",272.9913239479065,"","","",""
"152aa4d",-722.2031128406525,"unknown",-715.590372800827,-708.4303557872772,0.0,6.438199996948242,11.435739278793335,18.928303480148315,67.9369170665741,73.5140130519867,81.33915495872498,"unknown",86.70797538757324,"unknown",92.88847422599792,96.18963742256165,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",102.99250507354736,"","unknown",109.12457060813904,120.45693135261536,"unknown",127.29684042930603,"unknown",134.0912938117981,136.15889811515808,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",142.53479480743408,"unknown","unknown",149.3326380252838,"","","",""
"56191c0",-60901.63561916351,"unknown",-60896.02511906624,-60889.76632022858,0.0,5.7179811000823975,8.290563344955444,15.896317720413208,41.58207678794861,47.30536198616028,63.98526573181152,71.05259943008423,"unknown","unknown",77.95410060882568,80.71938562393188,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",86.44921374320984,"","unknown",92.20701479911804,97.90266609191895,104.40365719795227,"unknown","unknown",110.73520827293396,119.92972755432129,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",125.87315440177917,"unknown","unknown",132.95715880393982,"","","",""
"ced331f",-232.7586953639984,"unknown",-227.4329059123993,-222.05140471458435,0.0,7.225123882293701,8041.05419421196,8048.218746185303,8106.2732520103455,8112.982300281525,8117.485369443893,"unknown",8123.241894483566,"unknown",8130.253978967667,8138.323669195175,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",8145.658453464508,"","unknown",8151.745042800903,8156.821413993835,"unknown",8163.148105621338,"unknown",8168.92426943779,8575.684566497803,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",8582.35164642334,"unknown","unknown",8588.695062160492,"","","",""
"1d235c1",-5267.413611650467,"unknown",-5261.850288152695,-5255.042256355286,0.0,6.964915752410889,17.406227111816406,25.25093388557434,45.72889280319214,51.44801378250122,55.18849849700928,60.74419569969177,"unknown","unknown",67.03918981552124,70.16725945472717,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",76.77192687988281,"","unknown",83.47774004936218,93.84797811508179,99.56069159507751,"unknown","unknown",106.46062541007996,108.92438912391663,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",114.44250011444092,"unknown","unknown",119.75588583946228,"","","",""
"e6de912",-1150.9387769699097,"unknown",-1143.9636733531952,-1138.3262588977814,0.0,5.537423133850098,11.392093181610107,20.143662452697754,40.70143795013428,48.02277135848999,64.53431129455566,"unknown",71.16465187072754,"unknown",76.66114473342896,78.6967625617981,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",84.5177538394928,"","unknown",91.05614447593689,95.91008114814758,101.58442187309265,"unknown","unknown",107.48586511611938,109.65749073028564,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",115.87577080726624,"unknown","unknown",123.06470441818237,"","","",""
"76bbc0d",-15268.324438810349,"unknown",-15261.779888629913,-15256.168596744537,0.0,6.006854057312012,11.759104251861572,19.88569402694702,40.18811869621277,47.153226375579834,50.246551275253296,56.50635623931885,"unknown","unknown",62.5287880897522,71.41147685050964,78.58254623413086,97.37845849990845,"unknown",103.07582950592041,"unknown",108.61865329742432,110.33479499816895,"unknown","unknown","unknown","unknown","unknown",117.02171683311462,"unknown",123.68717646598816,137.38561582565308,"unknown",143.96454882621765,"unknown",149.46680879592896,151.1828489303589,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",157.3247673511505,"unknown","unknown",163.7128462791443,"","","",""
"36b4ec5",-3159.0613272190094,"unknown",-3152.530734062195,-3145.971185684204,0.0,7.413269758224487,15.875231981277466,24.324440479278564,34.27397847175598,40.21888017654419,45.19415283203125,"unknown",51.7739372253418,"unknown",58.453407764434814,59.98077416419983,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",65.84788608551025,"","unknown",71.65451622009277,147.3301227092743,153.37842965126038,"unknown","unknown",158.77089190483093,159.91445875167847,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",165.76612877845764,"unknown","unknown",172.89952874183655,"","","",""
"79b65fb",-9999.916671991348,"unknown",-9993.123126745224,-9987.225754499435,0.0,5.577361822128296,10.312867879867554,18.854520559310913,36.74300456047058,43.0858314037323,54.08154797554016,"unknown",61.39243960380554,"unknown",68.5108335018158,84.27325892448425,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",90.19270491600037,"","unknown",95.90643978118896,139.24365949630737,"unknown",146.29462218284607,"unknown",152.06709361076355,166.3868420124054,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",173.4140055179596,"unknown","unknown",180.5731520652771,"","","",""
"7de2a3d",-73.62353467941284,"unknown",-67.06633615493774,-61.10252118110657,0.0,5.734018325805664,134.20836305618286,142.70110607147217,154.3632457256317,159.85567021369934,178.9061427116394,"unknown",185.51394701004028,"unknown",192.4714937210083,194.28723216056824,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",201.00822353363037,"","unknown",208.20062112808228,216.7532615661621,"unknown","unknown",222.80464386940002,229.3211841583252,247.4025342464447,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",254.42607831954956,"unknown","unknown",260.6192977428436,"","","",""
"dbe3880",-21168.009381055832,"unknown",-21160.949882745743,-21155.753231048584,0.0,5.4177634716033936,10.165541648864746,18.815447092056274,34.72187280654907,41.350356340408325,47.93830323219299,"unknown",55.035911321640015,"unknown",62.03014039993286,64.25414037704468,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",70.73791575431824,"","unknown",77.89723682403564,96.27812147140503,103.33979940414429,"unknown","unknown",108.58888030052185,111.28736305236816,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",118.06671595573425,"unknown","unknown",123.51167440414429,"","","",""
"877fb69",-17.83570146560669,"unknown",-10.783726692199707,-4.132016658782959,0.0,5.405170202255249,109.59120345115662,116.71160984039307,121.457444190979,128.33522725105286,150.7597804069519,157.20414018630981,"unknown","unknown",163.00410628318787,167.29365873336792,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",173.09157586097717,"","unknown",178.79238390922546,218.90878796577454,"unknown","unknown",225.20077252388,231.54614877700806,295.1384825706482,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",301.1421911716461,"unknown","unknown",307.23223185539246,"","","",""
"c17e360",-269639.22941207886,"unknown",-269633.26270127296,-269627.5573899746,0.0,7.143682956695557,24.656073331832886,32.777732133865356,163.74724197387695,170.7299988269806,176.2507848739624,"unknown","unknown",182.28471302986145,188.97993731498718,202.02005529403687,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",208.20993828773499,"","unknown",214.5024049282074,5321.098863363266,"unknown","unknown",5328.119287967682,5334.7149958610535,5371.539384365082,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",5377.327025651932,"unknown","unknown",5382.94269156456,"","","",""
"51be121",-7968.871522665024,"unknown",-7962.393669128418,-7957.013319015503,0.0,6.890146493911743,34.22373127937317,41.39269828796387,69.25406503677368,75.36527156829834,81.04320883750916,87.31042337417603,"unknown","unknown",94.134286403656,96.8344292640686,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",102.72624611854553,"","unknown",108.33973813056946,121.90002584457397,"unknown",128.04067611694336,"unknown",135.16576409339905,141.8514769077301,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",148.0486536026001,"unknown","unknown",154.21141481399536,"","","",""
"c094913",-176426.43527078629,"unknown",-176419.18273615837,-176412.6674990654,0.0,5.412756681442261,12.514906883239746,19.391244649887085,194502.2774055004,194509.16159439087,194523.96364855766,"unknown",194529.84341478348,"unknown",194536.13616991043,194538.85707592964,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",194545.7828168869,"","unknown",194552.7767212391,194565.44922065735,"unknown",194571.47166848183,"unknown",194578.64988064766,194580.18061423302,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",194586.05970525742,"unknown","unknown",194592.21113276482,"","","",""
"3b65cc8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ce36e73","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"e9e1409",-96099.46125173569,"unknown",-96092.59944105148,-96085.53990244865,0.0,5.647167682647705,10.352647304534912,17.399582862854004,31.723719358444214,37.08853507041931,58.497010707855225,"unknown",65.34330201148987,"unknown",71.52202534675598,73.47106289863586,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",80.5663206577301,"","unknown",86.51671481132507,92.23600649833679,"unknown","unknown",97.8523497581482,103.23423886299133,105.07974028587341,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",110.73331046104431,"unknown","unknown",116.19999313354492,"","","",""
"6f17bd1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4af2fee",-8783697.008186817,"unknown",-8783691.219198942,-8783685.220820904,0.0,5.6269941329956055,9.649209022521973,17.359973907470703,27.565444469451904,33.54063439369202,44.03466200828552,49.67634654045105,"unknown","unknown",56.16474008560181,58.02210974693298,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",63.26650333404541,"","unknown",70.15759992599487,92.79485011100769,"unknown",99.96155571937561,"unknown",106.04755568504333,111.15228533744812,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",117.45517420768738,"unknown","unknown",122.86337685585022,-3318980.6171340942,"","",""
"051761f",-2943.783544778824,"unknown",-2937.3564352989197,-2931.572827577591,0.0,6.675128221511841,12.583865880966187,20.626117706298828,37.29698967933655,43.05476927757263,45.16891932487488,50.65589427947998,"unknown","unknown",56.44658184051514,59.66919946670532,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",66.68903160095215,"","unknown",73.46939277648926,99.79016327857971,"unknown","unknown",105.41086721420288,110.7151575088501,113.2927496433258,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",118.6094422340393,"unknown","unknown",125.30365228652954,"","","",""
"1c627cb",-19483.113440036774,"unknown",-19475.805757761,-19469.218749046326,0.0,5.56716513633728,12.979398012161255,21.82147765159607,40.709811210632324,46.27782702445984,60.39896202087402,66.93353796005249,"unknown","unknown",72.7124137878418,76.50287628173828,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",82.98905849456787,"","unknown",89.8613760471344,105.80804491043091,112.21483063697815,"unknown","unknown",119.2097282409668,121.83279395103455,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",127.41203379631042,"unknown","unknown",134.60978198051453,"","","",""
"5177026",-254820.25327467918,"unknown",-254813.8296303749,-254806.88515639305,0.0,5.46726131439209,9.47857403755188,17.825438976287842,32.020469427108765,38.207131147384644,42.844056844711304,49.035407304763794,"unknown","unknown",55.049182415008545,57.619452714920044,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",63.32324194908142,"","unknown",70.02971315383911,73.45601916313171,79.84491443634033,"unknown","unknown",85.63177466392517,101.1169376373291,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",107.24023509025574,"unknown","unknown",112.92927289009094,"","","",""
"db0051d",-357750.2828116417,"unknown",-357743.15326952934,-357736.1454656124,0.0,6.75618839263916,11.816431045532227,20.425553560256958,41.16615557670593,48.326364517211914,58.78335762023926,64.69120335578918,"unknown","unknown",70.90740990638733,73.84846782684326,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",79.13752818107605,"","unknown",85.76209092140198,95.77507901191711,102.52371144294739,"unknown","unknown",108.22773122787476,110.25459361076355,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",117.25309371948242,"unknown","unknown",123.06720495223999,"","","",""
"43bae5c",-1566949.5848686695,"unknown",-1566942.7030427456,-1566937.1970603466,0.0,5.643706798553467,12.919842004776001,19.937647581100464,40.085920095443726,46.52965331077576,60.198981285095215,"unknown",66.86978936195374,"unknown",73.96130275726318,76.65443086624146,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",82.57964706420898,"","unknown",88.76530027389526,101.02462553977966,"unknown",106.98457551002502,"unknown",114.15899181365967,116.467600107193,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",123.46534395217896,"unknown","unknown",129.79702639579773,"","","",""
"9e9a81e",-18981.46893596649,"unknown",-18976.027217149734,-18970.115129232407,0.0,6.0196568965911865,9.661113262176514,16.796833276748657,30.507386684417725,36.62817859649658,54.254459857940674,"unknown",59.90520191192627,"unknown",66.91228652000427,68.89748525619507,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",74.36044430732727,"","unknown",81.47514390945435,93.28482556343079,"unknown",99.29066061973572,"unknown",105.79911947250366,107.14041423797607,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",114.0025691986084,"unknown","unknown",120.7660481929779,"","","",""
"6289e6c",-128876.21055722237,"unknown",-128869.62356233597,-128862.83494925499,0.0,6.846758842468262,10.123817682266235,18.538679838180542,34.246312618255615,40.00185465812683,53.41385579109192,59.810890674591064,"unknown","unknown",66.12193655967712,77.54200959205627,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",84.50664687156677,"","unknown",91.4305853843689,95.96026396751404,101.94434547424316,"unknown","unknown",108.0046968460083,111.13893508911133,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",117.35876488685608,"unknown","unknown",123.14679884910583,"","","",""
