"","1","recurso","1b","2","cont","3","cont_1","4","dilema","5","yo_1","6A_yo","6B_yo","6C_yo","7_yo","v_yo_1","8_yo","yo_2","9A_yo","9B_yo","9C_yo","10_yo","v_yo_2","11_yo","12A_yo","12B_yo","12C_yo","13_yo_1","13_yo_2","13_yo_3","5_otro","otro_1","6A_otro","6B_otro","6C_otro","7_otro","v_otro_1","8_otro","otro_2","9A_otro","9B_otro","9C_otro","10_otro","v_otro_2","11_otro","otro_3","12A_otro","12B_otro","12C_otro","13_otro_1","13_otro_2","13_otro_3","14","2_1","2_2","3_1","4_1"
"a1efa63",-16981.442283391953,"unknown",-16974.932336330414,-16968.63459920883,0.0,7.081121444702148,13.481484413146973,21.973423957824707,35.185548067092896,42.0381441116333,49.219650983810425,"unknown",55.76751112937927,"unknown",62.41648197174072,64.65742921829224,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",70.1006453037262,"","unknown",77.2112934589386,84.30948615074158,"unknown",90.45317673683167,"unknown",96.75403070449829,99.60081887245178,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",106.91615557670593,"unknown","unknown",114.00047707557678,"","","",""
"52d61f6",-30.76590609550476,"unknown",-24.081804990768433,-18.532694578170776,0.0,7.047004222869873,13.593286514282227,21.931162118911743,58.584434509277344,65.3493709564209,76.00828003883362,82.48652195930481,"unknown","unknown",88.25102829933167,91.421302318573,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",97.10900449752808,"","unknown",102.84705567359924,123.18665504455566,"unknown",130.17859148979187,"unknown",136.53889966011047,138.85305666923523,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",144.7115716934204,"unknown","unknown",150.6492338180542,"","","",""
"34d8485",-357.5339391231537,"unknown",-351.898708820343,-344.75838708877563,0.0,5.726205825805664,33.70270037651062,41.08691191673279,165.5921597480774,172.11690616607666,206.86492085456848,213.28365278244019,"unknown","unknown",219.57344436645508,224.74016284942627,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",231.4339792728424,"","unknown",238.07440829277039,265.11836767196655,272.695335149765,"unknown","unknown",278.4943804740906,280.84901452064514,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",286.68661618232727,"unknown","unknown",294.3459858894348,"","","",""
"693ef79",-8590.487763643265,"unknown",-8584.135480880737,-8578.386917591095,0.0,7.4540722370147705,17.245545148849487,25.255428314208984,236.02296423912048,242.85398626327515,304.35745072364807,310.5930757522583,"unknown","unknown",315.9698603153229,321.6049723625183,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",327.4232065677643,"","unknown",334.7781820297241,347.9334948062897,354.8998498916626,"unknown","unknown",362.2282257080078,363.5844945907593,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",369.22885155677795,"unknown","unknown",376.1139051914215,"","","",""
"0d5233e",-18619.812242031097,"unknown",-18614.268707990646,-18607.173506498337,0.0,7.3352837562561035,13.936941146850586,22.45597243309021,43.24404549598694,49.36489176750183,60.930973052978516,"unknown","unknown",67.75729465484619,73.5944595336914,75.67607975006104,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",82.51094961166382,"","unknown",89.62903428077698,95.59204006195068,101.8180661201477,"unknown","unknown",108.40238809585571,110.60552048683167,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",116.73702597618103,"unknown","unknown",123.6147632598877,"","","",""
"ce1d155",-762277.9330458641,"unknown",-762269.3505022526,-762258.8630135059,0.0,7.011477947235107,9.7908353805542,16.907469749450684,31.40731906890869,36.8847713470459,51.54899048805237,57.27640247344971,"unknown","unknown",63.15902519226074,65.88160419464111,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",72.36844277381897,"","unknown",78.88921213150024,100.39251708984375,"unknown","unknown",106.75396847724915,113.3964364528656,116.26396679878235,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",123.46754288673401,"unknown","unknown",128.9461591243744,"","","",""
"fafded6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"f0a4194",-1666.914835691452,"unknown",-1661.2325389385223,-1655.3695406913757,0.0,6.5727996826171875,8.490537881851196,15.205780982971191,18.353179931640625,25.396849870681763,40.380937576293945,"unknown",47.117409467697144,"unknown",53.97358560562134,57.71281409263611,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",64.3709602355957,"","unknown",70.24538779258728,83.94841527938843,90.27131748199463,"unknown","unknown",95.66635394096375,101.02776432037354,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",107.66390442848206,"unknown","unknown",114.15816950798035,"","","",""
"11e5d50",-279.5845992565155,"unknown",-210.00755620002747,-142.5091962814331,0.0,6.545328617095947,11.763557195663452,23.461644649505615,35.526405334472656,42.42444133758545,53.61839962005615,59.71053647994995,"unknown","unknown",66.58337092399597,69.10289072990417,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",75.52270245552063,"","unknown",83.48993134498596,90.93865060806274,100.12824559211731,"unknown","unknown",107.33169269561768,109.50966334342957,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",115.46436333656311,"unknown","unknown",122.32159399986267,"","","",""
"047f2ca",-139.9307644367218,"unknown",-132.9800901412964,-126.42325234413147,0.0,6.676787853240967,13.60448694229126,20.358633518218994,39.05167579650879,46.5565185546875,53.17001724243164,"unknown",59.7288556098938,"unknown",65.79070043563843,78.58476138114929,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",84.40756106376648,"","unknown",90.51530027389526,99.73456740379333,"unknown",105.59709620475769,"unknown",111.35210728645325,113.4833881855011,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",118.74533081054688,"unknown","unknown",125.82074737548828,"","","",""
"e353d18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"02b634c",-67380.78331327438,"unknown",-67375.34337377548,-67369.57866978645,0.0,6.666418552398682,11.517732858657837,20.035102128982544,31.901793479919434,39.251482009887695,41.552889585494995,48.203258991241455,"unknown","unknown",53.84467148780823,55.095264196395874,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",61.89916777610779,"","unknown",68.60349106788635,146.8156464099884,153.4088032245636,"unknown","unknown",158.67024517059326,161.52436184883118,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",168.4183452129364,"unknown","unknown",175.27752447128296,"","","",""
"0f91d63",-2038.2259695529938,"unknown",-2026.4653823375702,-2017.2855110168457,0.0,7.680349349975586,12.753928184509277,20.904356002807617,38.143797397613525,44.9024224281311,80.71313858032227,"unknown",86.93844294548035,"unknown",92.82165575027466,101.27381753921509,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",107.37322330474854,"","unknown",114.1026861667633,122.43211269378662,"unknown",128.68575143814087,"unknown",134.76076793670654,136.8540587425232,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",143.70965218544006,"unknown","unknown",150.2602412700653,"","","",""
"7fb35e6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"87e086c",-185758.68386769295,"unknown",-185753.2695376873,-185746.14682507515,0.0,6.97758150100708,16.07664728164673,24.079314470291138,56.23306965827942,62.51657819747925,91.95296430587769,"unknown",98.66108465194702,"unknown",105.36586380004883,108.5761251449585,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",115.12620520591736,"","unknown",122.08478426933289,138.3858425617218,144.612366437912,"unknown","unknown",151.08362698554993,152.92824721336365,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",158.22754979133606,"unknown","unknown",164.87667536735535,-84607.9212846756,"","",""
"890df05","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ece9ce7",-17720.5299744606,"unknown",-17715.029687166214,-17708.742931365967,0.0,7.272087335586548,12.222052812576294,20.322141647338867,46.32971525192261,51.871389627456665,82.56747889518738,88.56580066680908,"unknown","unknown",95.89677929878235,98.13109755516052,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",103.6648530960083,"","unknown",110.31928038597107,124.62157726287842,131.3781862258911,"unknown","unknown",137.15696620941162,139.67861151695251,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",145.21505308151245,"unknown","unknown",150.95681500434875,"","","",""
"a975113",-49066.45667362213,"unknown",-48997.218035936356,-48929.58990883827,0.0,5.847934246063232,26.506158351898193,33.99755597114563,52.494970083236694,58.217567682266235,61.56821155548096,68.36628198623657,"unknown","unknown",75.1958110332489,77.31638622283936,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",84.33708953857422,"","unknown",90.4574043750763,96.72570419311523,103.87580823898315,"unknown","unknown",110.03096151351929,112.00172448158264,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",118.69502258300781,"unknown","unknown",124.12760782241821,"","","",""
"59c79dc",-24739.516803979874,"unknown",-24732.675548553467,-24727.215045928955,0.0,5.661900520324707,14.129889726638794,21.93627166748047,61.765512466430664,67.56826639175415,108.52311301231384,"unknown",115.09734225273132,"unknown",120.53552722930908,123.1376485824585,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",128.7057249546051,"","unknown",134.25786566734314,152.88149905204773,"unknown",158.85777020454407,"unknown",165.70234441757202,167.95315837860107,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",173.61311411857605,"unknown","unknown",178.89090704917908,"","","",""
"dee5269",-19272.737080574036,"unknown",-19267.192994117737,-19260.704928159714,0.0,5.5353288650512695,13.379351377487183,21.596622467041016,49.226176023483276,56.661580085754395,62.04474449157715,"unknown",68.14303827285767,"unknown",74.0769567489624,76.58645057678223,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",81.98472571372986,"","unknown",88.7536289691925,97.02846789360046,102.43544149398804,"unknown","unknown",109.44747614860535,111.43463706970215,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",117.13256072998047,"unknown","unknown",123.67634320259094,"","","",""
"844fef2",-632.4449620246887,"unknown",-626.3046572208405,-619.7482964992523,0.0,5.403397083282471,12.426721096038818,20.714617490768433,56.62653589248657,63.578298568725586,76.73682284355164,"unknown","unknown",82.84334659576416,88.46039628982544,92.43653178215027,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",99.00541996955872,"","unknown",105.75199818611145,113.92736482620239,120.13874673843384,"unknown","unknown",126.82469511032104,129.7815613746643,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",136.88621878623962,"unknown","unknown",142.8653860092163,"","","",""
"ef7d623",-3446.0368564128876,"unknown",-3440.494457960129,-3435.2059280872345,0.0,6.288142681121826,12.503262519836426,20.289799690246582,37.162575006484985,43.84981870651245,59.64502763748169,65.44593691825867,"unknown","unknown",72.5293436050415,75.18864154815674,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",81.48000431060791,"","unknown",87.21951532363892,99.48958706855774,"unknown",106.64349102973938,"unknown",112.96555781364441,115.42906618118286,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",121.76313900947571,"unknown","unknown",127.18412399291992,"","","",""
"a54cf83",-91909.86116051674,"unknown",-91840.40556120872,-91772.78278636932,0.0,6.840755462646484,43.48924374580383,51.39936423301697,77.02759337425232,83.19795989990234,101.25847315788269,"unknown",107.39042830467224,"unknown",113.82778859138489,115.34397482872009,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",121.06678795814514,"","unknown",128.03694033622742,131.54895424842834,"unknown",137.5108299255371,"unknown",143.1892306804657,144.9069309234619,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",150.9399290084839,"unknown","unknown",156.8018581867218,"","","",""
"e98cdcd",-43800.67280244827,"unknown",-43792.8870742321,-43785.410365343094,0.0,7.390460729598999,15.44431185722351,22.296715259552002,50.090277671813965,57.33103346824646,89.77000665664673,"unknown",96.57258105278015,"unknown",103.73588514328003,105.46350479125977,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",112.3824565410614,"","unknown",117.82369232177734,141.81604743003845,148.58229064941406,"unknown","unknown",154.6296021938324,157.63561511039734,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",164.4769628047943,"unknown","unknown",170.0118179321289,"","","",""
