"","1","recurso","1b","2","cont","3","cont_1","4","dilema","5","yo_1","6A_yo","6B_yo","6C_yo","7_yo","v_yo_1","8_yo","yo_2","9A_yo","9B_yo","9C_yo","10_yo","v_yo_2","11_yo","12A_yo","12B_yo","12C_yo","13_yo_1","13_yo_2","13_yo_3","5_otro","otro_1","6A_otro","6B_otro","6C_otro","7_otro","v_otro_1","8_otro","otro_2","9A_otro","9B_otro","9C_otro","10_otro","v_otro_2","11_otro","12A_otro","12B_otro","12C_otro","13_otro_1","13_otro_2","13_otro_3","14","2_1","3_1","4_1","5_1"
"cde7968",-27426.61364889145,"unknown",-27419.910691976547,-27412.906358480453,0.0,5.979332685470581,13.119073629379272,18.52867293357849,61.222203493118286,66.71549105644226,91.82202363014221,97.9047315120697,"unknown","unknown",104.25064945220947,107.15239953994751,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",113.40434885025024,"","unknown",120.33375096321106,130.2600438594818,135.53846955299377,"unknown","unknown",141.01868104934692,142.6165487766266,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",149.8021857738495,"unknown","unknown",155.65470933914185,"","","",""
"a1efa63","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"52d61f6",-921.2715680599213,"unknown",-914.2979567050934,-907.4333388805389,0.0,6.536757946014404,9.800715446472168,15.296206712722778,40.97313189506531,46.42209768295288,59.24050235748291,66.41583847999573,"unknown","unknown",72.51192378997803,74.10953450202942,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",79.89260268211365,"","unknown",85.95974731445312,94.30707621574402,"unknown",101.44651699066162,"unknown",107.43368244171143,109.12226748466492,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",116.30513405799866,"unknown","unknown",121.55144262313843,"","","",""
"34d8485",-4359.976862192154,"unknown",-4354.133756875992,-4348.010459899902,0.0,5.301112174987793,11.073930025100708,16.37316346168518,47.5985164642334,54.46193313598633,65.19595503807068,"unknown",71.68962478637695,"unknown",77.68305611610413,84.53770208358765,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",91.65565061569214,"","unknown",97.81653189659119,112.938631772995,"unknown",119.7350959777832,"unknown",124.98723983764648,131.14854836463928,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",136.4675476551056,"unknown","unknown",141.7304265499115,"","","",""
"693ef79",-1933.8791844844818,"unknown",-1928.194077014923,-1921.3025178909302,0.0,5.909344673156738,9.711565017700195,16.271814584732056,42.40842032432556,48.06106734275818,67.37004137039185,"unknown","unknown",73.00591325759888,80.06531119346619,82.44712901115417,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",88.27134084701538,"","unknown",95.5053358078003,125.39970231056213,"unknown",130.91193914413452,"unknown",136.90607357025146,139.04411268234253,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",145.61910343170166,"unknown","unknown",151.754380941391,"","","",""
"0d5233e",-22397.1143181324,"unknown",-22390.512706279755,-22384.903736829758,0.0,6.479358673095703,8.583505868911743,15.240844011306763,29.65648865699768,36.2971932888031,47.38855338096619,"unknown",52.889892578125,"unknown",58.38481855392456,60.27207589149475,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",66.69197297096252,"","unknown",73.87295269966125,77.8795018196106,84.44346952438354,"unknown","unknown",91.1267147064209,92.71908283233643,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",99.45694613456726,"unknown","unknown",105.29835891723633,"","","",""
"ce1d155","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"fafded6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"f0a4194",-208.44449830055237,"unknown",-202.79845929145813,-196.97882318496704,0.0,6.909355640411377,9.544905424118042,15.370676040649414,29.90587878227234,36.89882230758667,82.38423418998718,"unknown",88.01702880859375,"unknown",94.45884656906128,97.34677290916443,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",103.79337644577026,"","unknown",109.53415441513062,115.0174503326416,"unknown",121.95525693893433,"unknown",129.16011691093445,134.1073522567749,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",139.91150093078613,"unknown","unknown",145.57997679710388,"","","",""
"11e5d50",-257.45340299606323,"unknown",-251.01521801948547,-244.53978943824768,0.0,6.074840784072876,14.394780397415161,20.336374044418335,37.71458554267883,44.804649353027344,49.60538864135742,"unknown",55.76131319999695,"unknown",61.11767053604126,62.90765452384949,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",68.26753377914429,"","unknown",74.07747220993042,76.24664354324341,"unknown",82.15765881538391,"unknown",87.90282273292542,89.61636805534363,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",95.46780800819397,"unknown","unknown",100.99233913421631,"","","",""
"047f2ca",-265.28268337249756,"unknown",-209.9606647491455,-154.34425902366638,0.0,7.1392412185668945,14.184977054595947,21.356662273406982,25.39554500579834,34.34186410903931,46.10616207122803,"unknown",53.265244245529175,"unknown",58.696558713912964,95.63655042648315,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",102.90554428100586,"","unknown",108.38035249710083,134.82453727722168,141.49654388427734,"unknown","unknown",147.4418089389801,149.32127046585083,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",156.41435599327087,"unknown","unknown",163.52551817893982,"","","",""
"e353d18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"02b634c",-18166.255584955215,"unknown",-18159.800745010376,-18151.856990337372,0.0,6.071951150894165,6925.299259662628,6931.797951221466,53591.5812523365,53598.30209493637,53656.01850986481,53661.867601156235,"unknown","unknown",53668.9483859539,53673.358503341675,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",53679.47135472298,"","unknown",53685.360931396484,53692.93004846573,"unknown","unknown",53698.817986011505,53704.85230207443,53708.33406949043,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",53714.412172079086,"unknown","unknown",53719.6597700119,"","","",""
"0f91d63",-20.766420364379883,"unknown",-14.59822154045105,-7.615080118179321,0.0,6.852288007736206,9.763551235198975,15.312649488449097,42.78320240974426,48.31776309013367,140.9990439414978,147.2870330810547,"unknown","unknown",152.64988136291504,154.46954655647278,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",160.79885506629944,"","unknown",167.37863111495972,174.6856484413147,180.8369960784912,"unknown","unknown",186.80466961860657,201.94928908348083,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",208.31484365463257,"unknown","unknown",213.65971326828003,"","","",""
"7fb35e6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"87e086c",-27.248356103897095,"unknown",-20.71921968460083,-15.465084552764893,0.0,5.9688661098480225,10.606433391571045,16.744177103042603,49.04633378982544,55.05385208129883,63.22861051559448,"unknown",70.24098300933838,"unknown",77.0448853969574,80.33384203910828,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",85.60363245010376,"","unknown",91.82160544395447,100.63242411613464,106.24894094467163,"unknown","unknown",112.54449081420898,115.76780295372009,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",121.63338279724121,"unknown","unknown",127.20824265480042,"","","",""
"890df05","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ece9ce7",-2877282.1806013584,"unknown",-2877275.7968235016,-2877268.694296837,0.0,7.272294759750366,13.997454643249512,20.072837352752686,92.03933763504028,98.13174724578857,164.47384905815125,"unknown","unknown",171.93898391723633,178.0509467124939,182.35608077049255,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",188.18102598190308,"","unknown",195.23481392860413,211.9043459892273,218.7532274723053,"unknown","unknown",224.50233006477356,226.53885436058044,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",232.71189785003662,"unknown","unknown",239.71990942955017,"","","",""
"a975113",-31654.249638319016,"unknown",-31647.771672964096,-31641.88633084297,0.0,5.246369123458862,173.23653936386108,179.40770816802979,197.4247124195099,204.0065953731537,211.18030333518982,217.58888173103333,"unknown","unknown",223.4668426513672,225.49900102615356,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",230.9171814918518,"","unknown",236.8596956729889,246.16023588180542,"unknown",251.45061039924622,"unknown",257.28327465057373,261.05829429626465,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",266.9075996875763,"unknown","unknown",273.3599851131439,"","","",""
"59c79dc",-1700.0685861110687,"unknown",-1694.0321564674377,-1687.7228226661682,0.0,5.827281475067139,88.323246717453,95.45822167396545,120.0938971042633,126.89487814903259,145.47109580039978,"unknown",151.43297410011292,"unknown",158.23342514038086,160.80229139328003,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",166.70224046707153,"","unknown",173.69278740882874,184.31152725219727,190.06709480285645,"unknown","unknown",196.93128609657288,199.17012524604797,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",205.11933183670044,"unknown","unknown",211.73842477798462,"","","",""
"dee5269",-418.4204034805298,"unknown",-412.5698390007019,-406.52343702316284,0.0,5.545500993728638,10.748727560043335,18.007742166519165,123.79994893074036,130.48197221755981,136.59511876106262,"unknown",143.25774550437927,"unknown",148.86414337158203,150.91252374649048,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",157.52050185203552,"","unknown",163.66777396202087,169.2152066230774,174.526700258255,"unknown","unknown",180.27693963050842,183.3484058380127,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",189.6442449092865,"unknown","unknown",196.18489289283752,"","","",""
"844fef2",-2113.0424752235413,"unknown",-2106.8032886981964,-2100.3394577503204,0.0,6.675439834594727,29.39550232887268,36.624781131744385,51.97086310386658,57.7542507648468,102.72614288330078,"unknown",109.90217781066895,"unknown",116.6061041355133,119.27301788330078,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",125.03300714492798,"","unknown",131.8506383895874,144.51287627220154,151.32077813148499,"unknown","unknown",157.67108035087585,160.22699427604675,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",166.8967113494873,"unknown","unknown",172.46562123298645,"","","",""
"ef7d623",-16552.41450023651,"unknown",-16547.00836777687,-16540.864454746246,0.0,6.93817663192749,10.641542196273804,17.569275617599487,51.09165930747986,56.929346561431885,62.9602906703949,"unknown",69.01751041412354,"unknown",74.78264784812927,146.20401525497437,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",152.32478952407837,"","unknown",157.7454228401184,2510.992336988449,"unknown","unknown",2517.54394030571,2524.6966331005096,2527.13023352623,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",2533.35839676857,"unknown","unknown",2540.6041288375854,"","","",""
"a54cf83","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"e98cdcd",-505.4784424304962,"unknown",-498.7918071746826,-491.9424481391907,0.0,6.4452598094940186,13.608914852142334,19.820533990859985,111.94492244720459,119.19298648834229,137.0930576324463,"unknown",143.5966181755066,"unknown",150.15562295913696,152.1404914855957,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",158.61823892593384,"","unknown",164.58910584449768,181.33565020561218,187.91810512542725,"unknown","unknown",193.48034000396729,194.92012882232666,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",200.7156720161438,"unknown","unknown",207.7863733768463,"","","",""
"a3ff1ab",-23.62782645225525,"unknown",-17.854681730270386,-10.019299268722534,0.0,5.585501670837402,29.174053192138672,35.92417860031128,1521.285953760147,1528.3076400756836,13943.77205824852,"unknown",13949.774247169495,"unknown",13955.235274791718,13956.87609219551,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",13963.309157848358,"","unknown",13969.350868701935,13986.090728521347,"unknown","unknown",13992.226133108139,13997.581035852432,13999.468097925186,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",14005.28249835968,"unknown","unknown",14011.545526504517,"","","",""
